No.,Douyin ID,Name,URL,Status,Checked_At
113,ll8274864,77_ㅤ,https://live.douyin.com/ll8274864,Offline,
114,lo122084460,🎀喜娜🎀,https://live.douyin.com/lo122084460,Offline,
115,lsy990421,刘诗媛,https://live.douyin.com/lsy990421,Offline,
116,luckymaiz,麦麦ya,https://live.douyin.com/luckymaiz,Offline,
117,lx_xue_,野生小雪,https://live.douyin.com/lx_xue_,Offline,
118,lxslmm788,元气初心,https://live.douyin.com/lxslmm788,Offline,
120,ly_piano,爱妍🎹,https://live.douyin.com/ly_piano,Offline,
121,lyttkx11,冰糖雪梨,https://live.douyin.com/lyttkx11,Offline,
122,lzj56789,竹子中国舞,https://live.douyin.com/lzj56789,Offline,
123,maiyunni,麦芸妮,https://live.douyin.com/maiyunni,Offline,
124,mamahaha957,土豆🥔吃恐龙(减肥版),https://live.douyin.com/mamahaha957,Offline,
125,mcd0407,粉红鼻子猪,https://live.douyin.com/mcd0407,Offline,
126,medic,小月亮呀🌊,https://live.douyin.com/medic,Offline,
127,mian8787,你的绵绵🎹,https://live.douyin.com/mian8787,Offline,
128,miyo1997,小小汤圆🎹,https://live.douyin.com/miyo1997,Offline,
129,mmssyy,野小马,https://live.douyin.com/mmssyy,Offline,
130,momo258,跳舞的小沫沫🦋,https://live.douyin.com/momo258,Offline,
131,moon17.,小耶🌴,https://live.douyin.com/moon17.,Offline,
132,mqmq1121,琦琦子,https://live.douyin.com/mqmq1121,Offline,
133,mq87777,萌七啊丶,https://live.douyin.com/mq87777,Offline,
135,m3368_,是木木吖🐰,https://live.douyin.com/m3368_,Offline,
136,naomiviolin1007,陆鹿violin🦌(停播几天版😴),https://live.douyin.com/naomiviolin1007,Offline,
138,niko02,金亨利,https://live.douyin.com/niko02,Offline,
139,nishizhuabaaba,易小寒,https://live.douyin.com/nishizhuabaaba,Offline,
140,nxkk11,可可奶昔,https://live.douyin.com/nxkk11,Offline,
141,nz1214,崽崽aaa,https://live.douyin.com/nz1214,Offline,
142,ox427,okok,https://live.douyin.com/ox427,Offline,
143,pangning2260,胖宁-,https://live.douyin.com/pangning2260,Offline,
144,pawa000,帕瓦😈,https://live.douyin.com/pawa000,Offline,
145,peri1018,Vivi不会跳舞,https://live.douyin.com/peri1018,Offline,
146,piano_WF,弹钢琴的王菲🎹(2_11生日版),https://live.douyin.com/piano_WF,Offline,
147,pingping9,爱上美人鱼的小萍姐,https://live.douyin.com/pingping9,Offline,
148,pmm6643,曼妮🎹🐬,https://live.douyin.com/pmm6643,Offline,
150,qianyu77hao,芊雨_⁹²⁷⁷✨,https://live.douyin.com/qianyu77hao,Offline,
151,qiaoeroo,乔儿oo🐏,https://live.douyin.com/qiaoeroo,Offline,
152,qiaoqiao88899900,小乔弹唱☀️(初六上班),https://live.douyin.com/qiaoqiao88899900,Offline,
153,qibaochongya,阿琪不是学姐,https://live.douyin.com/qibaochongya,Offline,
154,qier88,琪崽🦀,https://live.douyin.com/qier88,Offline,
155,qinyunyiran,咿涵古琴吟诵(私信关闭中),https://live.douyin.com/qinyunyiran,Offline,
157,qiuqiubiechi86,球球别吃了,https://live.douyin.com/qiuqiubiechi86,Offline,
158,qi7850.,✨小拾柒(春节休息版🧧),https://live.douyin.com/qi7850.,Offline,
159,qi7871,🎹喵小七,https://live.douyin.com/qi7871,Offline,
161,qzygonec3,呆瓜小匪🍉,https://live.douyin.com/qzygonec3,Offline,
162,real0618,肖真真🎈早6_00户外直播,https://live.douyin.com/real0618,Offline,
163,robison.,小苏瑾c,https://live.douyin.com/robison.,Offline,
164,rourourourou36,菜菜菜菜,https://live.douyin.com/rourourourou36,Offline,
165,ruanruan726,软软kik,https://live.douyin.com/ruanruan726,Offline,
166,seqi0901,苏涩琪,https://live.douyin.com/seqi0901,Offline,
167,shangyuxi0727,希之卡比,https://live.douyin.com/shangyuxi0727,Offline,
168,shaochongdoub,林夕木苒,https://live.douyin.com/shaochongdoub,Offline,
169,shiqi171177,小十七呀ㅤㅤㅤ,https://live.douyin.com/shiqi171177,Offline,
170,shkxouxui,苏御🎹,https://live.douyin.com/shkxouxui,Offline,
171,shushu.25,浅浅蓝,https://live.douyin.com/shushu.25,Offline,
172,shuxuelaoshi6161,数学老师雅,https://live.douyin.com/shuxuelaoshi6161,Offline,
173,songlizi_,松栗子✈️,https://live.douyin.com/songlizi_,Offline,
174,ssfbq55,🦈鲨鲨²³³,https://live.douyin.com/ssfbq55,Offline,
175,suan0829,向雅萱,https://live.douyin.com/suan0829,Offline,
176,suixiaoyi9251,隋小懿🎧ʸⁱ,https://live.douyin.com/suixiaoyi9251,Offline,
177,sukizhong954,小苏可(发歌版),https://live.douyin.com/sukizhong954,Offline,
178,sunkist_lee0624,,https://live.douyin.com/sunkist_lee0624,Offline,
179,sunny31777,宝贝77,https://live.douyin.com/sunny31777,Offline,
180,susu0606aria,大提琴苏苏Aria,https://live.douyin.com/susu0606aria,Offline,
181,tamimi1111,呼啦圈女王💃马嘉华,https://live.douyin.com/tamimi1111,Offline,
182,tangzihanxixi,唐紫涵🍔,https://live.douyin.com/tangzihanxixi,Offline,
183,taotao0908,桃盈盈🍧,https://live.douyin.com/taotao0908,Offline,
184,tiantian888i,一甜_ˇ,https://live.douyin.com/tiantian888i,Offline,
185,tjj990923,唐菁菁,https://live.douyin.com/tjj990923,Offline,
186,tmbaobao9,茗宝儿很乖,https://live.douyin.com/tmbaobao9,Offline,
187,todaywithmusic,张耀今🎻,https://live.douyin.com/todaywithmusic,Offline,
188,tsuki118,林妙一⁵²¹¹,https://live.douyin.com/tsuki118,Offline,
189,ttixxz,4u,https://live.douyin.com/ttixxz,Offline,
192,tuzhizhi3379,叫我小芳🥕,https://live.douyin.com/tuzhizhi3379,Offline,
193,tu78999,🌙月月兔,https://live.douyin.com/tu78999,Offline,
194,uu1311,Umi乔恩,https://live.douyin.com/uu1311,Offline,
195,uu51888,梨涡☀️,https://live.douyin.com/uu51888,Offline,
196,vivi59665,李ViVi,https://live.douyin.com/vivi59665,Offline,
198,vk532313,呼叫小水📞,https://live.douyin.com/vk532313,Offline,
199,vHan09233,韩冰,https://live.douyin.com/vHan09233,Offline,
200,wanergangqin,姜婉儿⭐️钢琴,https://live.douyin.com/wanergangqin,Offline,
201,wangkeer0215,王可儿,https://live.douyin.com/wangkeer0215,Offline,
202,wangmiaomiao1230,王淼淼🤍,https://live.douyin.com/wangmiaomiao1230,Offline,
203,wanting619,婉婷婷儿,https://live.douyin.com/wanting619,Offline,
204,wawa2me,wawa_¨̮,https://live.douyin.com/wawa2me,Offline,
205,wbkl888,99,https://live.douyin.com/wbkl888,Offline,
206,wenbabyy.,温嘟嘟🦄ི,https://live.douyin.com/wenbabyy.,Offline,
207,wennanxi99,温南汐¹²⁷(回家过年版),https://live.douyin.com/wennanxi99,Offline,
208,woaimingming00,丝滑明明,https://live.douyin.com/woaimingming00,Offline,
209,woleigedoua,一口玉桂卷,https://live.douyin.com/woleigedoua,Offline,
210,wr28888,兔宝💃,https://live.douyin.com/wr28888,Offline,
211,wuq0021216,w77,https://live.douyin.com/wuq0021216,Offline,
213,wwwbfl007007,桂林上官七💃,https://live.douyin.com/wwwbfl007007,Offline,
215,ww811011,小余爱吃🐟,https://live.douyin.com/ww811011,Offline,
216,wxx0706,温馨馨,https://live.douyin.com/wxx0706,Offline,
217,wyaodwanghlq,珑珑子🦖,https://live.douyin.com/wyaodwanghlq,Offline,
218,wyf50657,王德芙,https://live.douyin.com/wyf50657,Offline,
219,wyjwyjddcc,可儿睡不醒-,https://live.douyin.com/wyjwyjddcc,Offline,
220,xgy1333,另一个小固有🎹,https://live.douyin.com/xgy1333,Offline,
221,xg31002,呆呆小狗,https://live.douyin.com/xg31002,Offline,
222,xiangyi0620,刘佳仪,https://live.douyin.com/xiangyi0620,Offline,
223,xian526076,秦小五,https://live.douyin.com/xian526076,Offline,
225,xiaohuapiano,钢琴夏小欠儿,https://live.douyin.com/xiaohuapiano,Offline,
227,xiaolengbaobei,小冷🧊,https://live.douyin.com/xiaolengbaobei,Offline,
228,xiaoli6660000,小狸中阮🦊,https://live.douyin.com/xiaoli6660000,Offline,
229,xiaomaobing_,小猫饼🐈,https://live.douyin.com/xiaomaobing_,Offline,
232,xiaoqiguzheng,小奇🌟古筝,https://live.douyin.com/xiaoqiguzheng,Offline,
233,xiaoqiyue0077,绮玥July🎤🎤,https://live.douyin.com/xiaoqiyue0077,Offline,
235,xiaoxinyo0907,脆脆的,https://live.douyin.com/xiaoxinyo0907,Offline,
236,xiaoyu7711,小雨titi🎻,https://live.douyin.com/xiaoyu7711,Offline,
237,xili520888,茜黎,https://live.douyin.com/xili520888,Offline,
238,xiluzaizai,细路崽崽🎹_ツ²²²(初八开工,https://live.douyin.com/xiluzaizai,Offline,
239,xinchun0624,欣纯🎹,https://live.douyin.com/xinchun0624,Offline,
240,xindi_0709,辛迪在你心底🎈²¹⁹⁹,https://live.douyin.com/xindi_0709,Offline,
241,xingxing03300,沉默的小猪,https://live.douyin.com/xingxing03300,Offline,
242,xinmishu124,馨秘书,https://live.douyin.com/xinmishu124,Offline,
243,xinruia34705,欣睿阿,https://live.douyin.com/xinruia34705,Offline,
244,xiwang666.,茜望✨,https://live.douyin.com/xiwang666.,Offline,
245,xiy306,如果遇见西子🎹,https://live.douyin.com/xiy306,Offline,
246,xi2bai,希二白,https://live.douyin.com/xi2bai,Offline,
247,xml22223,Qshan,https://live.douyin.com/xml22223,Offline,
248,xqz989911,小清子🧚🏻‍♂️,https://live.douyin.com/xqz989911,Offline,
250,xukeying0919,许可莹,https://live.douyin.com/xukeying0919,Offline,
251,xxhhh967,麻电少女,https://live.douyin.com/xxhhh967,Offline,
253,xxwerhu,浠文🐻拉二胡,https://live.douyin.com/xxwerhu,Offline,
254,xxxcwya,小虾虾吃我,https://live.douyin.com/xxxcwya,Offline,
255,xxx90116,欣欣🦋(年假咯～),https://live.douyin.com/xxx90116,Offline,
256,xxyun11,小云没烦恼,https://live.douyin.com/xxyun11,Offline,
257,xx999tt88,恸恸,https://live.douyin.com/xx999tt88,Offline,
259,xyxy0339xy,小怡💃,https://live.douyin.com/xyxy0339xy,Offline,
260,xy092411,女叔april🌧️,https://live.douyin.com/xy092411,Offline,
261,xy8888zz,小宇宙🧡,https://live.douyin.com/xy8888zz,Offline,
263,x11779,Ash_夏夏,https://live.douyin.com/x11779,Offline,
264,yanlico_,coco,https://live.douyin.com/yanlico_,Offline,
265,yaoxiaotang,姚晓棠,https://live.douyin.com/yaoxiaotang,Offline,
267,yeyefacai888888,小也也,https://live.douyin.com/yeyefacai888888,Offline,
268,yibaokaixinya,怡宝,https://live.douyin.com/yibaokaixinya,Offline,
269,yiluobaby,伊珞🎹,https://live.douyin.com/yiluobaby,Offline,
270,yingtaogongzhu,宸荨樱桃,https://live.douyin.com/yingtaogongzhu,Offline,
271,yinyin83943108,🥤不喝可乐,https://live.douyin.com/yinyin83943108,Offline,
272,yixun1921,一寻,https://live.douyin.com/yixun1921,Offline,
273,yiyi20020817,99米🎀,https://live.douyin.com/yiyi20020817,Offline,
274,yiyi94182199,11🫧,https://live.douyin.com/yiyi94182199,Offline,
275,yjsc2,姚静姝Janice,https://live.douyin.com/yjsc2,Offline,
277,youyi032,悠仪,https://live.douyin.com/youyi032,Offline,
278,ytyt0623,🎹这个丫头⁶²³,https://live.douyin.com/ytyt0623,Offline,
279,yuer20230318,223,https://live.douyin.com/yuer20230318,Offline,
280,yuner_666,韵儿🎻大提琴1_11生日庆🎂,https://live.douyin.com/yuner_666,Offline,
281,yuni11888,yuni芋泥啵啵,https://live.douyin.com/yuni11888,Offline,
282,yunyipianoharp,🎹云一☁️,https://live.douyin.com/yunyipianoharp,Offline,
283,yuzifafafa,欲子,https://live.douyin.com/yuzifafafa,Offline,
284,yxxy989,小杨不吃香菜🐑,https://live.douyin.com/yxxy989,Offline,
285,yybb1111,古筝🫧玉瑶(听说会弹唱),https://live.douyin.com/yybb1111,Offline,
286,yy1717171711,霸道王,https://live.douyin.com/yy1717171711,Offline,
287,yy422000,中国舞莹莹⁵¹¹,https://live.douyin.com/yy422000,Offline,
288,yy77990y,脸圆圆,https://live.douyin.com/yy77990y,Offline,
289,zhailianlian,翟脸脸,https://live.douyin.com/zhailianlian,Offline,
290,zhangfangran.,演员章方然__🧸,https://live.douyin.com/zhangfangran.,Offline,
291,zhudizihan,竹笛子涵,https://live.douyin.com/zhudizihan,Offline,
292,zhuzSs,小神仙,https://live.douyin.com/zhuzSs,Offline,
293,zishi_er,子时🍣,https://live.douyin.com/zishi_er,Offline,
294,zixuan73345,Tiki,https://live.douyin.com/zixuan73345,Offline,
295,zjy20031126,静怡锯木头,https://live.douyin.com/zjy20031126,Offline,
296,zj91058,印巴风情_静静🌈,https://live.douyin.com/zj91058,Offline,
297,zxky888_888,周小可以👌🏻,https://live.douyin.com/zxky888_888,Offline,
298,zxy1313ljj,冷冷酱,https://live.douyin.com/zxy1313ljj,Offline,
299,zz_aij,zz张张,https://live.douyin.com/zz_aij,Offline,
300,zzlinn1,linn1,https://live.douyin.com/zzlinn1,Offline,
301,zz3344xm,🫧小小小仙女🐰,https://live.douyin.com/zz3344xm,Offline,
302,zz5200919,竹笛晶晶✨,https://live.douyin.com/zz5200919,Offline,
303,z5885167,雨宝⁸⁸⁵¹⁶,https://live.douyin.com/z5885167,Offline,
304,z88867890,小怡实在过分美丽,https://live.douyin.com/z88867890,Offline,
306,Aa0387,0387,https://live.douyin.com/Aa0387,Offline,
307,Aitutu0503,图图,https://live.douyin.com/Aitutu0503,Offline,
308,Allinyoghurt_,小楚,https://live.douyin.com/Allinyoghurt_,Offline,
309,Andy05279898,安小满,https://live.douyin.com/Andy05279898,Offline,
310,Angelina0910,小安猪,https://live.douyin.com/Angelina0910,Offline,
311,Annn1949,毛利蓝,https://live.douyin.com/Annn1949,Offline,
312,AnAn00719,u_小糕冷,https://live.douyin.com/AnAn00719,Offline,
313,Artistlili,长离,https://live.douyin.com/Artistlili,Offline,
314,Ayang4444,账号已注销,https://live.douyin.com/Ayang4444,Offline,
315,Ayue3,江一玥,https://live.douyin.com/Ayue3,Offline,
316,AA00718.,小🐷宅汁,https://live.douyin.com/AA00718.,Offline,
317,AA343388,95岁高冷绿茶🍵,https://live.douyin.com/AA343388,Offline,
318,AA99T,奶糖很甜舞蹈💃🎂,https://live.douyin.com/AA99T,Offline,
319,ABC339975,🎙️夏热热🌻,https://live.douyin.com/ABC339975,Offline,
320,ART..Z,怀子渝,https://live.douyin.com/ART..Z,Offline,
321,A66638275529,,https://live.douyin.com/A66638275529,Offline,
322,A776975888,77阿,https://live.douyin.com/A776975888,Offline,
323,BaiTaoTao0709,白桃桃🍑,https://live.douyin.com/BaiTaoTao0709,Offline,
324,Baozz888,小艾同学🎹,https://live.douyin.com/Baozz888,Offline,
325,Bker718,🌴白可儿🍑⁷¹⁸,https://live.douyin.com/Bker718,Offline,
326,Bob258088,暴暴爆米花,https://live.douyin.com/Bob258088,Offline,
327,BB8810,蜜兔儿🐰,https://live.douyin.com/BB8810,Offline,
328,BDL66678,姜恩梨paisley,https://live.douyin.com/BDL66678,Offline,
329,BXG0923,贝小果🍎,https://live.douyin.com/BXG0923,Offline,
330,CellistSomi,大提琴Somi🎻,https://live.douyin.com/CellistSomi,Offline,
331,Cg20010702,小嘉(一字马小仙女)🎠,https://live.douyin.com/Cg20010702,Offline,
332,Chanjuandancer,婵娟(舞蹈),https://live.douyin.com/Chanjuandancer,Offline,
333,Chou8g,丑八怪s1t,https://live.douyin.com/Chou8g,Offline,
334,Cml123..,小兰🦦,https://live.douyin.com/Cml123..,Offline,
336,Cora0406,DJ_Cora_赖宝,https://live.douyin.com/Cora0406,Offline,
337,Crs120,纯真露,https://live.douyin.com/Crs120,Offline,
340,CCYY97971,陈小夭,https://live.douyin.com/CCYY97971,Offline,
341,CC0808_cj,,https://live.douyin.com/CC0808_cj,Offline,
342,CDkLL,以妙,https://live.douyin.com/CDkLL,Offline,
344,CSZJPiano,张晶🎹Piano,https://live.douyin.com/CSZJPiano,Offline,
345,CX23520,🌿初心🐻,https://live.douyin.com/CX23520,Offline,
347,C777777k,你的柒柒,https://live.douyin.com/C777777k,Offline,
348,DanBaoe,东北甜妹儿🎃,https://live.douyin.com/DanBaoe,Offline,
349,Dec.Z1210,凭什么,https://live.douyin.com/Dec.Z1210,Offline,
350,DianDian0.,点点🤎,https://live.douyin.com/DianDian0.,Offline,
351,DokiDoki_617,目夕🎹,https://live.douyin.com/DokiDoki_617,Offline,
352,Dou.Dn,李兜兜,https://live.douyin.com/Dou.Dn,Offline,
354,DLDL95,小涅🎤🐷,https://live.douyin.com/DLDL95,Offline,
355,EjaySONNN,初懿,https://live.douyin.com/EjaySONNN,Offline,
356,Erkezhou,二珂Chloe,https://live.douyin.com/Erkezhou,Offline,
357,Ffan0407,帆帆🐑,https://live.douyin.com/Ffan0407,Offline,
358,F11885200,@冯宝儿,https://live.douyin.com/F11885200,Offline,
359,GeoffreyDY,Geoffrey,https://live.douyin.com/GeoffreyDY,Offline,
360,GneFTiaN26,麻辣甜豆,https://live.douyin.com/GneFTiaN26,Offline,
361,Goudai66,狗袋,https://live.douyin.com/Goudai66,Offline,
364,GCX03324,爱吃鱼(寒假版),https://live.douyin.com/GCX03324,Offline,
365,GSMinn,Svea_迟迟,https://live.douyin.com/GSMinn,Offline,
366,GZXQ5217,晓琴🍀古筝(早上六点和下午三点直播),https://live.douyin.com/GZXQ5217,Offline,
367,HaaanJing,张晗婧,https://live.douyin.com/HaaanJing,Offline,
368,He.wy,雅静✨,https://live.douyin.com/He.wy,Offline,
369,Hsmm66,慢慢钢琴🎹,https://live.douyin.com/Hsmm66,Offline,
370,Hui15178,张荟,https://live.douyin.com/Hui15178,Offline,
371,Huwww830,哇塞王霖👰🏻,https://live.douyin.com/Huwww830,Offline,
372,Huyalucky,别偷看我的蟹黄堡秘方,https://live.douyin.com/Huyalucky,Offline,
373,Hy568700,乔沐心,https://live.douyin.com/Hy568700,Offline,
374,HQ216621,YAYA🎻,https://live.douyin.com/HQ216621,Offline,
375,HYY804761,奶兔胡媛媛,https://live.douyin.com/HYY804761,Offline,
376,H0531.666,小花花哩轰🍿,https://live.douyin.com/H0531.666,Offline,
377,Ixiaoxixiaoxi.,小如睡不醒😴,https://live.douyin.com/Ixiaoxixiaoxi.,Offline,
378,ID20881105,方忆沐,https://live.douyin.com/ID20881105,Offline,
379,Jenny_Ni_520,妮儿Jenny,https://live.douyin.com/Jenny_Ni_520,Offline,
380,Jiujin98989,九斤💃🏼²⁵⁹⁹,https://live.douyin.com/Jiujin98989,Offline,
381,JuneOOh,可爱D_🍬_养分ing,https://live.douyin.com/JuneOOh,Offline,
382,Jy6268,妙可_💃,https://live.douyin.com/Jy6268,Offline,
383,JIA55_33,珈心饼干,https://live.douyin.com/JIA55_33,Offline,
384,JYviolinist,佳怡violinist🎻,https://live.douyin.com/JYviolinist,Offline,
385,JY1288.,九月,https://live.douyin.com/JY1288.,Offline,
386,Kathy233,Kathy_LIU🎹,https://live.douyin.com/Kathy233,Offline,
387,Kimxxyy8888,金熙妍,https://live.douyin.com/Kimxxyy8888,Offline,
388,Kiwiwiwiwi,Kiwi在这里,https://live.douyin.com/Kiwiwiwiwi,Offline,
389,Kunkun9146,长渐意,https://live.douyin.com/Kunkun9146,Offline,
390,KE5222,第二可爱,https://live.douyin.com/KE5222,Offline,
391,KTH1230V,小何同学yo,https://live.douyin.com/KTH1230V,Offline,
392,Leo_0.,大王和小爷,https://live.douyin.com/Leo_0.,Offline,
393,Liduo1314,李十二,https://live.douyin.com/Liduo1314,Offline,
394,Lii110,南荔,https://live.douyin.com/Lii110,Offline,
